        
1920	35142	35140
5270	58073	58071
111	24635	24634
110	24626	24625
110	24627	24624
110	24624	24626
2918	41630	41634
4628	53495	53494
494	27040	27039
493	27031	27030
493	27029	27032
493	27030	27029
3716	47299	47298
3716	47298	47296
5425	59117	59121
2005	35622	35623
2053	35903	35904
2054	35908	35907
1951	35314	35315
2053	35904	35902
2775	40170	40168
2775	40169	40170
2934	41790	41788
485	26972	26975
485	26974	26972
2474	38269	38268
2533	38595	38597
2534	38603	38602
154	24928	24927
154	24926	24928
4631	53524	53525
4642	53633	53632
6206	64682	64681
6206	64677	64682
2764	40047	40051
2764	40052	40049
2764	40051	40052
654	28050	28048
654	28048	28052
2321	37408	37407
2359	37629	37628
2397	37825	37824
2359	37627	37629
2360	37633	37634
4627	53479	53478
3711	47244	47245
3711	47247	47244
6246	65107	65106
236	25415	25416
236	25417	25415
237	25424	25423
237	25422	25421
635	27931	27927
635	27927	27928
636	27939	27938
636	27936	27937
6332	65896	65897
6294	65572	65570
2970	42115	42120
2970	42119	42115
2373	37708	37707
2300	37278	37280
3724	47373	47371
3724	47370	47373
176	25084	25085
176	25087	25086
175	25079	25077
175	25077	25080
175	25078	25079
174	25070	25074
174	25072	25070
175	25080	25081
5439	59275	59274
5439	59274	59271
2860	41061	41059
2860	41059	41060
968	29802	29800
863	29208	29209
6036	63431	63430
6036	63430	63429
54	24258	24259
54	24259	24260
54	24262	24258
54	24261	24262
2754	39931	39929
2854	41005	41006
3030	42637	42636
1658	33698	33697
1609	33420	33419
1643	33613	33614
1642	33606	33609
2042	35838	35839
2139	36375	36373
2043	35843	35844
2140	36381	36379
927	29567	29569
927	29569	29568
926	29561	29563
1026	30136	30138
2522	38537	38535
2560	38748	38751
2577	38848	38847
2522	38536	38537
3695	47080	47079
3890	48896	48895
1732	34089	34088
1731	34081	34083
240	25438	25437
240	25439	25440
724	28429	28428
722	28418	28419
722	28417	28418
442	26717	26716
441	26713	26710
441	26710	26712
441	26712	26711
1333	31862	31860
1332	31856	31857
1333	31861	31862
1332	31857	31855
1254	31425	31426
866	29224	29222
867	29229	29230
755	28592	28593
867	29230	29228
755	28593	28591
756	28600	28601
1558	33137	33138
1506	32840	32843
1508	32852	32854
1508	32854	32853
1507	32848	32849
1970	35421	35420
2069	35990	35992
2069	35992	35991
665	28115	28116
782	28742	28740
898	29412	29413
898	29413	29411
897	29407	29405
788	28777	28778
788	28778	28776
1437	32447	32449
1496	32783	32785
1437	32449	32448
1538	33027	33028
1482	32706	32707
1537	33021	33022
1537	33022	33020
1869	34842	34841
1869	34840	34842
1753	34203	34202
2672	39376	39377
2671	39373	39372
2671	39371	39373
2634	39167	39166
2633	39159	39161
275	25643	25642
275	25642	25641
275	25641	25645
5659	61284	61283
276	25650	25652
2776	40181	40184
2776	40182	40181
3613	46172	46171
2121	36276	36277
2121	36277	36280
2121	36280	36279
2121	36279	36278
2536	38614	38613
2537	38618	38620
2590	38921	38920
2536	38612	38614
2589	38914	38916
2537	38620	38619
3076	42991	42990
3338	44752	44754
2958	42006	42010
1640	33596	33595
1642	33609	33608
1671	33769	33768
1669	33760	33761
1670	33764	33765
820	28963	28965
704	28321	28320
929	29580	29582
821	28972	28971
821	28970	28972
1415	32323	32321
1414	32316	32314
1474	32661	32662
1474	32662	32660
1415	32322	32323
2329	37453	37455
2404	37865	37867
2405	37872	37871
2330	37462	37461
1206	31142	31144
1117	30649	30648
1116	30641	30643
1775	34325	34324
1889	34959	34961
1889	34961	34960
1142	30789	30788
1229	31278	31277
1229	31276	31278
1230	31283	31282
2659	39309	39307
1896	35003	35002
1896	35001	35003
1895	34994	34996
955	29724	29723
954	29718	29717
1051	30279	30281
1051	30281	30280
1050	30272	30274
2931	41760	41762
2769	40105	40111
3628	46352	46348
3628	46348	46350
2498	38408	38406
2499	38415	38413
2437	38050	38051
2438	38056	38057
2437	38051	38049
2367	37670	37671
3682	46949	46947
2924	41692	41695
2924	41695	41696
6244	65085	65088
3284	44446	44445
2980	42204	42207
3766	47789	47788
3604	46066	46070
3933	49239	49241
5941	62740	62744
2313	37361	37359
2389	37784	37785
2313	37360	37361
2389	37785	37783
4751	54460	54458
4751	54458	54462
4503	52716	52715
4476	52440	52443
4476	52443	52441
6199	64599	64596
6199	64596	64602
2056	35915	35917
2056	35917	35918
2152	36446	36445
2152	36444	36447
4750	54451	54446
4750	54446	54449
4750	54449	54450
6035	63414	63420
6035	63416	63414
2276	37141	37143
2277	37151	37150
2277	37149	37151
2190	36664	36663
1397	32218	32219
1398	32224	32225
1397	32219	32217
2560	38751	38750
4481	52493	52490
984	29896	29894
984	29895	29896
880	29308	29309
983	29889	29887
879	29301	29302
2187	36647	36646
2186	36639	36641
2186	36641	36640
5516	60063	60065
5454	59427	59429
3748	47611	47613
3888	48882	48881
3646	46549	46551
2745	39832	39827
2745	39827	39831
1426	32384	32385
1358	32002	32003
1426	32385	32383
1427	32390	32389
2904	41494	41495
2904	41493	41492
2904	41495	41493
2217	36824	36822
2218	36831	36832
3778	47902	47901
4839	55360	55361
4839	55361	55364
3612	46166	46164
1878	34896	34895
1878	34894	34896
1985	35508	35509
1987	35519	35518
1879	34903	34902
1986	35515	35514
1986	35513	35515
2823	40703	40708
2823	40705	40703
4976	56467	56468
957	29736	29735
958	29742	29741
958	29740	29742
957	29734	29736
2765	40060	40059
1928	35189	35190
1927	35182	35183
1927	35183	35181
4212	51125	51124
4253	51341	51342
3838	48448	48450
4326	51714	51715
1324	31811	31810
1285	31598	31596
1872	34857	34859
1872	34859	34858
1871	34851	34853
1755	34214	34213
2759	39993	39990
2759	39994	39993
5261	57979	57976
5261	57976	57974
5954	62888	62886
1904	35045	35046
1905	35051	35052
1904	35046	35044
1969	35414	35416
2068	35985	35987
1860	34789	34788
1968	35406	35408
1969	35416	35415
1573	33221	33219
1607	33408	33406
1608	33413	33412
1612	33439	33440
2979	42196	42197
2834	40817	40813
2747	39850	39852
1956	35340	35342
1957	35348	35347
1957	35346	35348
2141	36384	36385
2230	36897	36895
2231	36902	36903
395	26418	26419
394	26411	26410
394	26410	26413
5442	59303	59306
5527	60170	60168
4768	54644	54645
4852	55490	55487
3025	42593	42594
2913	41580	41579
152	24915	24911
152	24914	24915
151	24907	24904
3835	48421	48425
1035	30188	30190
936	29622	29621
935	29613	29615
886	29345	29344
885	29340	29338
2464	38204	38202
2464	38203	38204
2463	38197	38195
2463	38196	38197
3640	46483	46485
6354	66065	66063
6354	66063	66064
4859	55552	55554
1362	32028	32029
1361	32020	32022
2821	40683	40685
987	29914	29913
1082	30448	30449
989	29923	29922
989	29921	29923
2183	36623	36622
2271	37116	37115
2271	37114	37116
2184	36629	36628
2183	36621	36623
2806	40522	40521
2806	40520	40518
2806	40521	40520
767	28657	28658
560	27463	27464
766	28652	28650
559	27456	27454
559	27455	27456
2797	40421	40425
5446	59346	59349
5552	60413	60415
5552	60414	60413
1310	31741	31740
1309	31733	31735
1233	31301	31300
1232	31293	31295
1232	31295	31294
4746	54407	54405
3846	48526	48525
3715	47289	47290
2709	39582	39581
2681	39422	39423
2696	39508	39507
2696	39509	39508
1855	34758	34757
1963	35379	35381
1964	35385	35387
1964	35387	35386
5290	58264	58267
5290	58269	58264
2689	39464	39465
2689	39465	39463
3971	49544	49543
2795	40402	40398
2795	40398	40403
6200	64611	64615
6282	65462	65463
6308	65696	65693
874	29271	29269
763	28635	28636
764	28641	28642
763	28636	28634
6236	65009	65006
6236	65007	65009
716	28388	28387
595	27677	27676
716	28386	28388
717	28393	28392
2465	38208	38207
2493	38379	38380
2492	38374	38375
1354	31981	31982
1354	31982	31980
1278	31558	31559
1277	31552	31550
1353	31976	31974
2495	38390	38389
2435	38037	38038
2495	38391	38390
2434	38033	38032
2495	38388	38391
2752	39909	39908
5962	62964	62962
2018	35702	35703
2018	35703	35701
1914	35104	35105
1913	35099	35097
6270	65347	65348
3843	48498	48499
4078	50315	50316
4719	54104	54108
1039	30213	30212
1039	30211	30213
3845	48517	48516
3685	46983	46980
3845	48520	48517
4149	50761	50762
2698	39521	39520
2698	39519	39521
3054	42820	42821
2750	39889	39888
1198	31106	31104
1109	30599	30600
1109	30600	30598
2345	37551	37550
2344	37543	37544
2267	37094	37093
2267	37092	37094
2268	37099	37098
3737	47498	47501
3644	46528	46525
2734	39707	39706
313	25897	25898
5293	58290	58293
313	25896	25895
481	26946	26945
480	26937	26941
480	26939	26937
291	25749	25752
291	25751	25749
3762	47748	47750
3762	47752	47751
3762	47751	47748
2431	38013	38012
2429	38001	38003
2430	38007	38008
1983	35501	35502
1982	35494	35496
2081	36055	36057
1456	32563	32561
1408	32279	32280
1457	32567	32570
1396	32213	32212
1396	32211	32213
5476	59663	59662
1910	35082	35080
1911	35088	35089
1800	34457	34458
1911	35089	35087
4628	53491	53496
4628	53493	53491
4628	53494	53493
155	24937	24934
156	24945	24946
156	24946	24942
772	28686	28684
773	28693	28692
773	28692	28691
6068	63775	63772
6086	63940	63943
5459	59481	59483
5429	59164	59162
1493	32767	32766
1493	32765	32767
1546	33074	33073
1546	33072	33074
1494	32774	32773
1558	33138	33139
1557	33131	33133
1112	30619	30617
1083	30453	30456
1174	30971	30970
1083	30455	30454
1083	30456	30455
1650	33651	33649
1673	33780	33778
1650	33650	33651
4984	56519	56520
4766	54623	54622
4507	52748	52749
4512	52791	52788
1597	33352	33354
1500	32808	32807
1552	33106	33108
1553	33113	33112
1404	32261	32260
1405	32267	32266
1339	31894	31895
3179	43764	43765
664	28108	28106
2085	36080	36079
2083	36066	36068
2084	36072	36074
2084	36074	36073
3753	47662	47661
3753	47658	47662
829	29012	29014
830	29020	29022
714	28374	28373
3604	46069	46066
5254	57896	57897
4906	55959	55958
5570	60572	60575
801	28855	28853
910	29477	29475
801	28854	28855
800	28849	28847
796	28825	28823
796	28824	28825
797	28829	28830
905	29451	29449
906	29456	29457
2263	37069	37071
2262	37063	37065
2263	37071	37070
3131	43427	43425
1137	30756	30758
1138	30765	30764
1138	30763	30765
1139	30768	30769
2187	36645	36647
2275	37137	37136
2188	36653	36652
2275	37135	37137
921	29535	29537
696	28277	28276
813	28924	28923
813	28922	28924
1548	33083	33085
1549	33088	33090
1496	32785	32784
3780	47917	47920
1345	31933	31931
1269	31506	31507
1345	31932	31933
1268	31501	31499
1344	31927	31925
5490	59803	59805
5490	59801	59803
2399	37834	37836
2400	37842	37843
2326	37438	37437
2400	37841	37842
2481	38308	38307
2540	38636	38638
818	28952	28954
819	28960	28959
702	28310	28309
4954	56325	56323
4954	56324	56325
2640	39207	39205
2599	38969	38970
2649	39256	39255
2639	39197	39199
1481	32701	32699
1977	35463	35465
1978	35470	35472
908	29468	29466
799	28841	28842
908	29467	29468
798	28836	28834
798	28835	28836
1486	32731	32730
1455	32555	32556
1454	32551	32552
1453	32543	32545
1376	32107	32109
1377	32113	32115
1377	32115	32114
4647	53674	53673
4647	53673	53675
2192	36676	36678
2194	36689	36690
2193	36685	36684
2194	36690	36691
2193	36683	36685
3706	47191	47189
3923	49162	49164
5275	58118	58121
5275	58121	58119
540	27311	27310
540	27310	27308
540	27308	27307
541	27317	27318
541	27315	27317
3827	48357	48356
3827	48361	48357
3647	46563	46566
358	26187	26183
358	26186	26187
358	26183	26184
3861	48662	48660
358	26184	26185
3604	46072	46068
2761	40017	40016
2761	40013	40017
4762	54577	54574
4762	54573	54577
2557	38732	38730
2558	38739	38737
2558	38738	38739
2890	41351	41355
2890	41356	41351
3804	48147	48150
3908	49041	49043
3064	42898	42897
2019	35706	35707
2019	35707	35705
1915	35111	35109
1915	35110	35111
4663	53798	53797
3199	43905	43907
3613	46171	46173
4937	56186	56187
2486	38339	38341
2423	37967	37966
2485	38329	38331
2486	38341	38340
2757	39971	39969
2757	39965	39971
2807	40534	40532
3104	43223	43224
5472	59625	59626
5472	59622	59625
5444	59329	59328
5622	61006	61005
4465	52321	52322
4465	52322	52317
4465	52317	52318
3613	46177	46174
3613	46173	46177
2846	40931	40930
2846	40930	40936
5949	62830	62834
6064	63732	63733
6064	63733	63735
2167	36533	36532
2256	37031	37033
2168	36538	36537
2257	37038	37040
2257	37040	37039
2891	41364	41362
2865	41107	41109
2825	40723	40722
2588	38907	38909
2589	38916	38915
5462	59520	59519
5462	59519	59523
2778	40204	40202
2778	40206	40204
2801	40465	40466
3003	42406	42405
1329	31840	31841
1328	31836	31834
1399	32231	32232
1328	31835	31836
1398	32225	32223
1250	31402	31400
1327	31830	31828
1250	31401	31402
1249	31396	31394
1249	31395	31396
4481	52490	52492
4514	52809	52806
6070	63797	63796
6070	63799	63795
6070	63796	63799
6095	64015	64014
4738	54322	54319
4738	54323	54322
6227	64909	64910
4736	54302	54300
4736	54297	54302
5458	59470	59475
5458	59475	59473
3657	46679	46681
3919	49126	49125
2886	41312	41315
2738	39749	39751
3103	43218	43215
2849	40959	40960
3841	48479	48477
3682	46947	46950
5443	59316	59315
5485	59756	59757
2754	39930	39932
2754	39934	39930
2758	39979	39978
5500	59903	59902
5419	59058	59055
3920	49135	49134
3662	46737	46738
3609	46126	46127
1129	30712	30714
1034	30185	30184
1034	30183	30185
1130	30720	30719
1130	30718	30720
1035	30190	30189
3109	43264	43265
5629	61057	61058
5480	59704	59701
3671	46836	46831
5506	59963	59964
5428	59151	59155
5551	60406	60405
5615	60950	60951
2748	39865	39861
3600	46025	46027
3684	46971	46968
1447	32510	32508
1446	32501	32503
1446	32503	32502
1445	32495	32497
4051	50130	50131
5299	58347	58344
5259	57951	57953
3235	44145	44147
2753	39922	39917
2962	42048	42049
2962	42049	42047
1264	31480	31481
1265	31484	31485
1263	31475	31473
1264	31481	31479
1181	31013	31011
1181	31012	31013
1180	31007	31005
1180	31006	31007
6233	64978	64979
6296	65589	65588
6296	65591	65589
4499	52677	52679
4499	52679	52676
2945	41891	41890
3688	47014	47015
3980	49617	49616
3868	48721	48724
5426	59133	59131
5426	59130	59133
5463	59530	59533
5463	59533	59535
5956	62909	62906
5974	63065	63067
5951	62853	62852
3616	46213	46211
5457	59461	59463
5457	59457	59461
6051	63597	63599
6051	63599	63600
6312	65731	65729
6272	65367	65368
3659	46701	46705
3659	46705	46704
3659	46704	46703
2820	40674	40672
2820	40675	40676
2820	40672	40675
3648	46574	46578
3983	49638	49637
2879	41248	41249
4503	52715	52717
5952	62865	62868
2786	40292	40291
2786	40291	40290
6046	63542	63543
341	26077	26076
341	26078	26079
3746	47588	47587
5435	59230	59229
3860	48650	48652
4941	56219	56220
4840	55369	55372
4953	56313	56312
3031	42647	42646
2852	40986	40987
5434	59216	59218
5445	59335	59340
5483	59736	59734
4731	54243	54239
3652	46620	46624
3652	46624	46622
3652	46622	46621
6079	63876	63875
6084	63922	63925
6337	65936	65937
6208	64704	64702
6208	64702	64705
4730	54230	54229
4872	55673	55676
3939	49289	49287
951	29701	29703
843	29098	29097
843	29096	29098
844	29103	29102
844	29101	29103
6305	65667	65668
6285	65491	65490
2146	36412	36413
2235	36924	36922
2236	36929	36930
2236	36930	36928
6215	64778	64774
6273	65375	65376
2312	37355	37353
2311	37346	37344
2312	37354	37355
483	26961	26962
484	26967	26966
483	26958	26961
483	26960	26958
6247	65117	65118
4765	54610	54611
4765	54612	54610
6371	66185	66186
6211	64735	64740
6211	64740	64739
2946	41899	41901
2860	41062	41063
3080	43024	43023
3819	48284	48288
5445	59336	59339
5530	60199	60198
2883	41286	41284
2883	41287	41286
3189	43836	43838
2895	41405	41403
6205	64664	64665
6242	65071	65068
2756	39958	39954
2756	39954	39957
5955	62898	62896
5266	58030	58032
5266	58034	58030
4487	52554	52558
4487	52558	52556
2794	40388	40392
2837	40844	40839
2837	40843	40842
2851	40979	40980
281	25683	25684
280	25676	25675
280	25675	25679
4723	54153	54154
4938	56196	56194
4914	56011	56015
4819	55169	55171
4819	55173	55169
4819	55172	55173
2739	39762	39766
2739	39766	39764
2739	39764	39760
6325	65843	65841
6229	64930	64931
3054	42822	42823
4901	55919	55917
4762	54574	54575
6234	64986	64984
6234	64989	64986
1640	33595	33593
1647	33632	33633
1646	33627	33626
1641	33603	33602
4744	54388	54386
4744	54386	54385
4796	54930	54934
2325	37431	37432
2324	37424	37427
2324	37427	37426
4723	54155	54153
4863	55590	55591
2858	41043	41046
2858	41045	41044
3206	43959	43960
2858	41044	41043
4537	52979	52978
4482	52504	52503
4623	53431	53432
4643	53643	53641
427	26625	26626
426	26620	26621
426	26621	26617
426	26617	26619
6278	65427	65428
6277	65419	65415
3638	46470	46471
3638	46471	46468
2145	36408	36406
2047	35867	35868
2048	35873	35874
2047	35868	35866
4954	56323	56322
4837	55340	55343
4837	55344	55341
4837	55341	55340
6276	65404	65407
6289	65527	65526
4894	55860	55858
2756	39957	39956
3021	42563	42562
2870	41155	41157
3734	47469	47473
3734	47473	47470
2792	40365	40367
3106	43239	43240
4492	52610	52608
4468	52356	52358
4468	52358	52353
1298	31672	31671
1297	31664	31666
1218	31218	31217
1219	31223	31222
1218	31216	31218
2862	41081	41080
3753	47657	47658
3626	46325	46324
6218	64811	64810
6218	64813	64812
6218	64810	64813
5957	62919	62915
5967	63007	63008
5967	63006	63007
2740	39777	39773
2954	41978	41976
2740	39773	39776
2785	40279	40278
2785	40282	40279
282	25690	25689
282	25693	25692
282	25689	25693
6237	65018	65017
6237	65016	65021
6237	65021	65018
1529	32973	32974
1529	32974	32972
1530	32981	32979
1530	32980	32981
2813	40596	40600
4899	55903	55904
4860	55563	55562
3693	47064	47060
3693	47063	47064
3017	42530	42533
3700	47136	47135
3632	46397	46398
6046	63543	63546
6082	63905	63903
2469	38235	38237
2470	38244	38243
2470	38242	38244
3741	47539	47542
6225	64890	64888
6328	65864	65866
5263	57997	57999
5263	57999	58002
5479	59689	59692
5604	60865	60866
5479	59693	59689
4792	54892	54895
4792	54893	54892
606	27741	27742
606	27744	27741
607	27750	27749
607	27751	27752
4469	52368	52369
4469	52366	52368
4469	52364	52366
4762	54576	54572
4890	55827	55828
2927	41722	41723
2977	42178	42180
2977	42179	42178
4639	53606	53605
4639	53607	53606
914	29499	29498
915	29503	29502
967	29794	29795
913	29493	29491
913	29492	29493
1015	30072	30070
2760	40005	40004
2760	40004	40001
2770	40121	40118
2777	40193	40190
2777	40194	40193
6256	65206	65205
2958	42007	42008
5278	58147	58144
5278	58148	58147
5313	58454	58455
1862	34802	34801
1862	34800	34802
1746	34161	34163
1746	34163	34162
2322	37413	37414
2282	37178	37179
2282	37179	37177
2784	40269	40266
2784	40271	40269
4468	52355	52354
4496	52643	52642
1961	35369	35371
1853	34747	34746
1961	35371	35370
1852	34739	34741
1960	35363	35365
1852	34741	34740
4513	52798	52799
4790	54875	54870
4790	54870	54874
2502	38430	38431
2503	38436	38435
2502	38431	38429
43	24189	24191
43	24192	24193
43	24193	24189
1169	30942	30943
1169	30943	30941
1168	30937	30935
1118	30655	30654
1117	30647	30649
1207	31151	31150
6234	64984	64987
2768	40097	40096
5262	57985	57988
5262	57988	57989
3394	45076	45075
3171	43710	43711
4486	52543	52546
4486	52546	52545
2885	41304	41303
3090	43104	43105
5433	59205	59210
2034	35793	35794
2035	35798	35799
2034	35794	35792
1931	35206	35204
1932	35214	35212
1932	35213	35214
4772	54686	54683
4772	54684	54686
2809	40550	40553
2900	41455	41452
1988	35523	35525
1989	35532	35531
1989	35530	35532
1881	34915	34914
1882	34921	34920
